File,rowID,Process Time [s],DateTime,Timestamp,CurrentDate,CurrentTime,CurrentState,ToolID,DimerLotID,Batch,OperatorID,BoatQTY,BatchQuality,SurfaceArea,Thickness,DimerGrams,CounterRun,VCH_A_10T,VCH_B_10T,CCH_1T,CCH_Pirani,Foreline,Run_Time,Maint_Time,VA1,VCTE,VCH,VCT,VGVA,VGVB,PyroA_UpperLowerC,PyroB_UpperLowerC,PyroA_HeaterC,PyroB_HeaterC,PyroY_HeaterC,PyroA_CF75C,PyroB_CF75C,VCH_A_DoorHeaterC,VCH_B_DoorHeaterC,VCH_A_RearHeaterC,VCH_B_RearHeaterC,VCH_A_DoorC,VCH_B_DoorC,VCH_A_FlangeHeaterC,VCH_B_FlangeHeaterC,VCH_A_PipeHeaterC,VCH_B_PipeHeaterC,BandA_FrntHeaterC,BandB_FrntHeaterC,BandA_MidHeaterC,BandB_MidHeaterC,BandA_RearHeaterC,BandB_RearHeaterC,CCH_UpperHeaterC,CCH_LowerHeaterC,CCH_ExPipeHeaterC,CCH_InPipeHeaterC,CCH_CF75C,VGVA_HeaterC,VGVB_HeaterC,VCT_HeaterC,VA1_HeaterC,PT1A_FlangeHeaterC,PT1A_PipeHeaterC,PYROA_CF40_HeaterC,PT1B_FlangeHeaterC,PT1B_PipeHeaterC,PYROB_CF40_HeaterC,Port1_PipeheaterC,Port2_PipeheaterC,Port3_PipeheaterC,Port4_PipeheaterC,ColdTrap_CanisterC,Chiller_AmbientC,Chiller_OutputC,SmartPyro
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22381,-2237,2021-02-25T16:05:39.000Z,1614269139,2/25/2021 12:00:00 AM,16:05:39,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,10240.8,10242.4,1024,0,198.61,3264.65,0,0,0,1,1,0,0,619.82,619.96,50.22,50.1,51.28,49.54,49.98,50.27,50,49.95,50.19,87.58,49.81,49.78,54.13,77,-32768,-32768,70.72,65.65,169.64,170.89,172.02,170.27,70.29,80.14,169.99,169.99,170.09,176.17,170.37,177.35,154.97,170.34,177.55,105.5,197.56,22.13,22.61,22.61,48.7,49.98,20.69,-97.55,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22382,-2227,2021-02-25T16:05:49.000Z,1614269149,2/25/2021 12:00:00 AM,16:05:49,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,10240.8,10242,1023.96,0,92.38,3264.65,0,0,0,1,1,0,0,619.82,619.89,50.1,50.02,51.28,49.61,50,50.29,50,50.05,50.22,87.07,49.76,49.45,53.72,76.52,-32768,-32768,70.48,65.48,170.42,171.12,172.62,170.02,69.54,79.63,170.04,169.99,170.09,176.25,170.34,177.32,155.17,170.32,177.42,105.86,197.63,22.28,22.71,22.66,48.77,50.05,20.54,-97.51,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22383,-2206,2021-02-25T16:06:10.000Z,1614269170,2/25/2021 12:00:00 AM,16:06:10,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,10240.4,10241.6,1023.96,0,19.61,3264.65,0,0,0,1,1,0,0,620.05,620.12,49.95,49.81,51.21,49.54,49.95,50.17,50.05,49.95,50,86.66,50,49.3,54.25,75.75,-32768,-32768,70.22,65.22,170.27,170.64,171.77,170.12,69.56,78.62,170.09,169.97,169.99,176.17,170.22,177.5,155.22,170.22,177.42,106.68,197.93,22.31,22.48,22.61,48.77,50.05,20.49,-97.55,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22384,-2196,2021-02-25T16:06:20.000Z,1614269180,2/25/2021 12:00:00 AM,16:06:20,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,9228.4,9174,1023.96,0,9.87,3264.65,0,0,0,1,1,0,0,619.91,620.12,50.1,49.95,51.3,49.64,50.05,50.41,49.95,49.86,49.86,86.52,50.24,49.76,54.18,75.53,-32768,-32768,70,65.22,169.74,170.12,170.94,170.04,70.09,79.03,170.04,169.99,170.17,176.17,170.14,177.42,155.39,170.17,177.57,106.81,197.93,22.23,22.58,22.53,48.77,50.17,20.31,-97.62,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22385,-2186,2021-02-25T16:06:30.000Z,1614269190,2/25/2021 12:00:00 AM,16:06:30,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,4807.6,4760.8,1023.92,0,4.93,3264.65,0,0,0,1,1,0,0,620.01,620.01,50.31,50.02,51.43,49.64,50.19,50.48,49.95,50.07,50.02,86.25,50.39,50.41,53.6,75.24,-32768,-32768,69.81,64.88,170.04,169.89,170.34,170.04,70.87,79.83,170.04,169.89,169.99,176.1,170.04,177.47,155.39,170.02,177.5,107.07,197.78,22.33,22.61,22.63,48.77,50.24,20.24,-97.74,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22386,-2165,2021-02-25T16:06:51.000Z,1614269211,2/25/2021 12:00:00 AM,16:06:51,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,1637.6,1598,1024,0,1.59,3264.65,0,0,0,1,1,0,0,620.01,620.08,50.44,50.22,51.76,49.88,50.22,50.65,50,50.05,50.07,86.16,50.36,51.26,53.84,74.68,-32768,-32768,69.42,64.78,169.92,169.67,169.59,170.02,71.5,81.49,169.87,169.84,170.09,176.02,169.87,177.45,155.54,170.02,177.52,107.34,197.83,22.18,22.56,22.51,48.67,50.07,20.16,-98.1,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22387,-2155,2021-02-25T16:07:01.000Z,1614269221,2/25/2021 12:00:00 AM,16:07:01,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,1108,1070.4,971.4,0,1.05,3264.65,0,0,0,1,1,0,0,620.01,620.08,50.51,50.29,51.74,49.71,50.29,50.58,50,50.05,50.15,86.08,50.15,51.04,53.5,74.49,-32768,-32768,69.44,64.71,170.22,169.59,169.44,170.12,71.45,81.59,170.14,170.02,170.12,176.02,169.97,177.47,155.56,170.04,177.57,107.58,197.83,22.18,22.46,22.51,48.74,50.17,20.06,-98.26,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22388,-2145,2021-02-25T16:07:11.000Z,1614269231,2/25/2021 12:00:00 AM,16:07:11,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,814.4,777.6,689.52,0,0.72,3264.65,0,0,0,1,1,0,0,620.01,620.1,50.41,50.12,51.62,49.73,50.17,50.46,50.02,50.07,50.15,86.01,50,50.6,53.79,74.2,-32768,-32768,69.35,64.49,169.72,169.72,169.44,169.87,71.28,81.35,169.99,169.99,170.09,176.05,169.97,177.55,155.66,170.07,177.67,107.65,197.83,22.33,22.48,22.76,48.74,50.07,20.16,-98.41,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22389,-2135,2021-02-25T16:07:21.000Z,1614269241,2/25/2021 12:00:00 AM,16:07:21,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,636,600.4,517.12,0,0.54,3264.65,0,0,0,1,1,0,0,620.01,620.03,50.36,50.15,51.64,49.76,50.02,50.39,49.88,49.93,50.1,85.96,49.78,50.02,53.72,74.08,-32768,-32768,69.06,64.27,170.19,169.62,169.32,169.97,70.89,80.79,170.04,170.02,170.14,176.12,169.82,177.47,155.79,169.97,177.67,107.84,197.91,22.33,22.48,22.46,48.77,49.95,20.09,-98.53,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22390,-2125,2021-02-25T16:07:31.000Z,1614269251,2/25/2021 12:00:00 AM,16:07:31,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,510,474.8,403.2,0,0.42,3264.65,0,0,0,1,1,0,0,620.08,620.03,50.22,50.07,51.47,49.59,50.02,50.24,50.02,50,49.93,85.87,49.71,49.52,53.24,73.79,-32768,-32768,68.94,64.3,170.04,169.77,169.47,170.12,70.43,79.63,169.92,169.94,170.04,176.12,169.89,177.4,155.79,169.89,177.67,107.89,197.83,22.13,22.66,22.53,48.6,50,20.16,-98.69,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22391,-2115,2021-02-25T16:07:41.000Z,1614269261,2/25/2021 12:00:00 AM,16:07:41,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,424,390.8,325.96,0,0.33,3264.65,0,0,0,1,1,0,0,619.96,620.05,50.05,49.9,51.4,49.45,49.95,50.24,50,49.98,49.95,85.75,49.59,49.32,53.24,73.57,-32768,-32768,68.79,64.08,169.74,169.84,169.54,169.82,70.29,78.98,170.02,169.89,170.07,176,169.74,177.55,155.79,169.89,177.7,107.99,197.83,22.26,22.73,22.63,48.67,49.95,20.24,-98.85,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22392,-2105,2021-02-25T16:07:51.000Z,1614269271,2/25/2021 12:00:00 AM,16:07:51,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,360.4,328.4,270.04,0,0.27,3264.65,0,0,0,1,1,0,0,619.96,620.05,50,49.86,51.35,49.4,49.81,50.17,50,50.05,49.88,85.67,49.9,49.13,53.6,73.28,-32768,-32768,68.72,63.86,170.22,169.77,169.69,170.04,70.14,78.21,169.99,170.07,170.09,176.07,169.89,177.55,155.99,170.09,177.7,108.06,198.01,22.33,22.63,22.63,48.74,50,20.24,-99.05,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22393,-2084,2021-02-25T16:08:12.000Z,1614269292,2/25/2021 12:00:00 AM,16:08:12,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,276,245.6,196.68,0,0.19,3264.65,0,0,0,1,1,0,0,620.03,620.05,49.98,49.93,51.28,49.49,49.98,50.19,49.86,50.05,50.1,85.46,50.41,49.93,52.83,72.87,-32768,-32768,67.99,63.72,170.22,169.99,169.77,169.89,70.38,77.78,170.12,170.02,170.04,176.07,169.82,177.55,156.04,169.92,177.65,108.23,197.83,22.43,22.58,22.58,48.7,50.31,20.26,-99.32,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22394,-2074,2021-02-25T16:08:22.000Z,1614269302,2/25/2021 12:00:00 AM,16:08:22,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,247.2,218.4,172.84,0,0.17,3264.65,0,0,0,1,1,0,0,619.98,620.08,50.07,50,51.43,49.76,50,50.44,49.98,50.02,50.19,85.38,50.65,50.68,53.48,72.66,-32768,-32768,66.11,63.57,169.87,169.92,169.77,170.04,70.67,77.94,169.94,169.84,170.17,176.17,169.89,177.55,156.19,169.84,177.8,108.3,197.71,22.46,22.53,22.73,48.65,50.27,20.24,-99.44,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22395,-2064,2021-02-25T16:08:32.000Z,1614269312,2/25/2021 12:00:00 AM,16:08:32,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,224.4,196.4,154.56,0,0.15,3264.65,0,0,0,1,1,0,0,619.98,619.94,50.34,50.19,51.79,49.83,50.29,50.73,50,50.05,50.1,85.24,50.56,51.11,53.72,72.46,-32768,-32768,65.89,63.43,169.84,169.99,169.84,170.04,70.75,78.14,169.94,169.99,170.09,176.17,169.97,177.55,156.43,169.94,177.8,108.4,197.93,22.43,22.68,22.83,48.7,50.24,20.26,-99.56,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22396,-2054,2021-02-25T16:08:42.000Z,1614269322,2/25/2021 12:00:00 AM,16:08:42,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,206.4,178.8,139.04,0,0.13,3264.65,0,0,0,1,1,0,0,620.05,619.94,50.73,50.51,52.01,50.05,50.44,50.73,50.07,49.98,49.98,85.04,50.53,51.28,53.14,72.12,-32768,-32768,69.08,63.5,170.17,169.97,169.82,170.04,70.72,78.31,170.12,170.09,170.04,176.2,169.87,177.45,156.51,169.94,177.75,108.3,197.86,22.43,22.56,22.68,48.7,50.24,20.19,-99.64,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22397,-2044,2021-02-25T16:08:52.000Z,1614269332,2/25/2021 12:00:00 AM,16:08:52,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,191.2,162.8,125.84,0,0.12,3264.65,0,0,0,1,1,0,0,620.08,620.1,50.77,50.58,52.15,50.05,50.53,50.89,50.05,49.88,49.93,85.07,50.24,50.92,53.45,71.76,-32768,-32768,66.98,63.21,169.79,169.97,169.82,170.12,70.75,78.16,169.97,169.94,170.14,176.2,169.89,177.47,156.53,169.89,177.82,108.45,197.93,22.31,22.53,22.71,48.7,50.17,20.16,-99.76,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22398,-2034,2021-02-25T16:09:02.000Z,1614269342,2/25/2021 12:00:00 AM,16:09:02,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,177.6,150.4,114.92,0,0.11,3264.65,0,0,0,1,1,0,0,619.94,620.1,50.73,50.65,52.15,50.07,50.63,50.92,49.98,50.1,49.83,85,50.1,50.48,53.84,71.42,-32768,-32768,69.15,63.07,170.02,169.89,169.82,169.82,70.46,77.94,170.04,169.79,170.14,176.2,169.97,177.32,156.68,169.82,177.75,108.42,197.73,22.38,22.38,22.71,48.62,50.1,20.19,-99.96,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22399,-2023,2021-02-25T16:09:13.000Z,1614269353,2/25/2021 12:00:00 AM,16:09:13,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,165.2,140.4,105.44,0,0.1,3264.65,0,0,0,1,1,0,0,619.94,619.96,50.77,50.56,52.01,50.05,50.39,50.75,50.02,50,50.05,84.9,49.88,49.9,53.33,71.28,-32768,-32768,65.68,62.85,169.97,170.04,169.89,169.97,70.34,77.75,169.92,169.94,170.07,176.1,169.97,177.3,156.63,169.99,177.8,108.47,197.88,22.38,22.38,22.73,48.7,49.95,20.14,-100.04,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22400,-2013,2021-02-25T16:09:23.000Z,1614269363,2/25/2021 12:00:00 AM,16:09:23,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,155.6,131.6,97.68,0,0.09,3264.65,0,0,0,1,1,0,0,620.01,619.98,50.68,50.46,52.01,50,50.41,50.85,49.98,50.1,50,84.71,49.66,49.4,53.14,71.09,-32768,-32768,68.65,62.92,169.99,169.92,170.07,169.99,70.19,77.27,169.82,169.97,170.17,176.2,169.89,177.4,156.68,169.97,177.82,108.67,197.88,22.21,22.36,22.56,48.55,49.9,20.11,-100.15,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22401,-2002,2021-02-25T16:09:34.000Z,1614269374,2/25/2021 12:00:00 AM,16:09:34,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,146.8,123.2,90.56,0,0.08,3264.65,0,0,0,1,1,0,0,620.03,620.05,50.53,50.31,51.79,49.78,50.34,50.63,49.98,49.95,49.98,84.71,49.66,49.11,53.79,70.87,-32768,-32768,71.54,62.78,170.14,169.97,169.97,170.04,70.17,76.88,169.89,170.04,170.09,176.2,169.97,177.32,156.78,169.99,177.82,108.52,197.51,22.11,22.21,22.46,48.62,49.98,20.16,-100.23,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22402,-1992,2021-02-25T16:09:44.000Z,1614269384,2/25/2021 12:00:00 AM,16:09:44,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,139.6,117.2,84.76,0,0.08,3264.65,0,0,0,1,1,0,0,619.96,619.98,50.34,50.27,51.72,49.76,50.1,50.51,50.02,50,49.93,84.56,49.9,49.3,53.5,70.65,-32768,-32768,71.76,62.56,169.84,170.04,169.89,169.99,70.12,76.71,170.07,169.97,170.17,176.05,169.99,177.2,156.43,170.02,177.82,108.67,197.61,22.03,22.33,22.53,48.62,49.98,20.06,-100.39,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22403,-1982,2021-02-25T16:09:54.000Z,1614269394,2/25/2021 12:00:00 AM,16:09:54,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,132.8,111.2,79.48,0,0.07,3264.65,0,0,0,1,1,0,0,620.03,619.98,50.36,50.22,51.64,49.71,50.17,50.53,49.98,49.88,50.05,84.54,50.12,49.66,53.31,70.53,-32768,-32768,72.87,62.22,170.39,169.97,169.89,169.99,70.26,76.64,169.99,169.99,170.17,176.07,169.94,177.15,156.04,169.92,177.77,108.59,197.61,22.03,22.38,22.46,48.65,50.15,20.06,-100.47,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,22404,-1972,2021-02-25T16:10:04.000Z,1614269404,2/25/2021 12:00:00 AM,16:10:04,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,127.2,105.2,74.88,0,0.07,3264.65,0,0,0,1,1,0,0,620.1,619.98,50.15,50,51.59,49.66,50,50.44,50,49.98,50.07,84.56,50.41,50.17,53.45,70.53,-32768,-32768,73.02,62.37,169.79,169.92,169.92,170.14,70.34,76.69,169.92,169.97,170.24,176.17,169.79,177.15,155.99,169.87,177.62,108.67,197.36,22.11,22.46,22.53,48.58,50.22,20.09,-100.63,0,NA
