File,rowID,Process Time [s],DateTime,Timestamp,CurrentDate,CurrentTime,CurrentState,ToolID,DimerLotID,Batch,OperatorID,BoatQTY,BatchQuality,SurfaceArea,Thickness,DimerGrams,CounterRun,VCH_A_10T,VCH_B_10T,CCH_1T,CCH_Pirani,Foreline,Run_Time,Maint_Time,VA1,VCTE,VCH,VCT,VGVA,VGVB,PyroA_UpperLowerC,PyroB_UpperLowerC,PyroA_HeaterC,PyroB_HeaterC,PyroY_HeaterC,PyroA_CF75C,PyroB_CF75C,VCH_A_DoorHeaterC,VCH_B_DoorHeaterC,VCH_A_RearHeaterC,VCH_B_RearHeaterC,VCH_A_DoorC,VCH_B_DoorC,VCH_A_FlangeHeaterC,VCH_B_FlangeHeaterC,VCH_A_PipeHeaterC,VCH_B_PipeHeaterC,BandA_FrntHeaterC,BandB_FrntHeaterC,BandA_MidHeaterC,BandB_MidHeaterC,BandA_RearHeaterC,BandB_RearHeaterC,CCH_UpperHeaterC,CCH_LowerHeaterC,CCH_ExPipeHeaterC,CCH_InPipeHeaterC,CCH_CF75C,VGVA_HeaterC,VGVB_HeaterC,VCT_HeaterC,VA1_HeaterC,PT1A_FlangeHeaterC,PT1A_PipeHeaterC,PYROA_CF40_HeaterC,PT1B_FlangeHeaterC,PT1B_PipeHeaterC,PYROB_CF40_HeaterC,Port1_PipeheaterC,Port2_PipeheaterC,Port3_PipeheaterC,Port4_PipeheaterC,ColdTrap_CanisterC,Chiller_AmbientC,Chiller_OutputC,SmartPyro
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,14270,-1498,2021-02-23T13:41:06.000Z,1614087666,2/23/2021 12:00:00 AM,13:41:06,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,10240.8,10241.6,1023.92,0,147.1,3090.28,0,0,0,1,1,0,0,624.85,624.68,49.45,50.46,53.14,49.66,50.36,50.51,49.95,49.93,49.95,77.56,49.88,49.2,52.87,71.11,-32768,-32768,75.6,70.24,169.89,173.09,171.89,170.14,69.88,76.11,169.87,170.02,170.12,169.29,167.48,176.17,151.04,170.07,178.87,102.36,201.03,22.83,22.83,23.36,47.71,49.64,14.18,-102.92,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,14271,-1488,2021-02-23T13:41:16.000Z,1614087676,2/23/2021 12:00:00 AM,13:41:16,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,10240.8,10242.4,1023.92,0,64.09,3090.28,0,0,0,1,1,0,0,626.27,624.82,49.45,50.56,53.21,49.66,50.41,50.63,50.1,50.07,50.12,77.44,49.88,49.13,52.3,70.82,-32768,-32768,75.96,70.02,169.92,173.04,172.44,170.07,69.54,75.96,169.97,170.02,170.04,169.05,167.25,176.1,150.81,169.99,178.87,103.09,201.11,22.81,22.98,23.28,47.73,49.52,14.15,-102.92,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,14272,-1478,2021-02-23T13:41:26.000Z,1614087686,2/23/2021 12:00:00 AM,13:41:26,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,10240.4,10242,1023.96,0,28.03,3090.28,0,0,0,1,1,0,0,625.23,625.18,49.47,50.56,53.14,49.52,50.41,50.56,50.05,49.95,50.19,77.36,49.73,49.35,52.58,70.38,-32768,-32768,76.04,69.95,170.09,172.59,172.14,170.32,69.56,75.96,169.92,170.04,170.07,169.07,167.33,176.1,150.84,169.87,178.95,103.4,201.06,22.83,22.93,23.21,47.88,49.61,14.32,-102.92,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,14273,-1467,2021-02-23T13:41:37.000Z,1614087697,2/23/2021 12:00:00 AM,13:41:37,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,10240.8,10241.6,1023.92,0,12.28,3090.28,0,0,0,1,1,0,0,624.94,625.2,49.35,50.44,52.92,49.52,50.29,50.44,49.9,49.95,50.07,77.24,49.83,49.95,52.87,70.31,-32768,-32768,75.7,70.26,169.69,171.94,171.27,170.02,69.56,76.11,169.99,169.94,170.04,168.95,167.21,176.05,150.69,169.87,179.05,103.74,200.83,22.63,22.83,23.06,47.88,49.52,14.32,-102.92,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,14274,-1457,2021-02-23T13:41:47.000Z,1614087707,2/23/2021 12:00:00 AM,13:41:47,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,5709.2,5662,1023.96,0,5.46,3090.28,0,0,0,1,1,0,0,625.72,624.92,49.11,50.34,52.87,49.47,50.27,50.41,49.98,49.95,49.86,77.24,50.02,50.51,52.46,70.12,-32768,-32768,75.31,70.24,170.37,171.29,170.39,170.09,70,76.3,169.92,169.94,170.12,168.77,167.3,176,150.69,169.87,179.02,103.96,200.76,22.68,22.81,22.98,47.9,49.69,14.42,-102.96,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,14275,-1447,2021-02-23T13:41:57.000Z,1614087717,2/23/2021 12:00:00 AM,13:41:57,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,2888.4,2846.4,1024,0,2.62,3090.28,0,0,0,1,1,0,0,625.65,624.92,49.06,50.15,52.71,49.37,50.15,50.29,50.07,50.05,49.86,77.32,50.41,51.04,52.17,69.97,-32768,-32768,75.26,69.97,169.69,170.54,169.72,170.24,70.29,76.98,170.04,170.09,170.19,168.7,167.16,176.07,150.64,170.04,179.02,104.15,200.53,22.56,22.78,23.03,48,49.86,14.42,-102.92,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,14276,-1436,2021-02-23T13:42:08.000Z,1614087728,2/23/2021 12:00:00 AM,13:42:08,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,1562,1526.8,1023.92,0,1.39,3090.28,0,0,0,1,1,0,0,625.08,625.13,48.94,50.1,52.58,49.18,49.93,50.15,49.95,50.07,50,77.17,50.56,51.33,52.9,69.76,-32768,-32768,74.85,70,170.09,170.09,169.42,169.97,70.6,77.51,170.09,170.09,170.19,168.7,167.16,176.07,150.79,170.04,179.1,104.25,200.13,22.61,22.86,23.18,48,49.86,14.5,-102.92,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,14277,-1426,2021-02-23T13:42:18.000Z,1614087738,2/23/2021 12:00:00 AM,13:42:18,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,968.8,938.4,821.92,0,0.82,3090.28,0,0,0,1,1,0,0,625.23,625.13,48.79,50.02,52.3,49.18,50,50.07,50.05,50.02,50.1,77.27,50.48,50.89,52.68,69.68,-32768,-32768,73.67,70.26,169.99,169.64,169.27,170.04,70.67,77.97,170.02,170.09,170.12,168.57,167.25,176,150.86,169.97,179.12,104.22,199.98,22.66,22.81,23.03,48,49.86,14.52,-102.96,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,14278,-1416,2021-02-23T13:42:28.000Z,1614087748,2/23/2021 12:00:00 AM,13:42:28,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,656.4,628.4,527.84,0,0.53,3090.28,0,0,0,1,1,0,0,625.51,624.99,48.84,49.93,52.15,49.06,49.93,50,50.05,50,50.1,77.34,50.41,50.46,52.25,69.47,-32768,-32768,75.22,70.07,169.77,169.52,169.15,170.12,70.53,78.09,170.09,170.07,170.09,168.67,167.18,175.87,151.01,169.97,179.2,104.44,199.81,22.48,22.88,23.18,48.07,49.71,14.57,-103,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,14279,-1406,2021-02-23T13:42:38.000Z,1614087758,2/23/2021 12:00:00 AM,13:42:38,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,477.6,450.4,357.8,0,0.36,3090.28,0,0,0,1,1,0,0,625.32,624.92,48.62,49.86,52.15,49.13,49.81,49.95,50.05,50.02,50.07,77.32,50.19,49.95,52.61,69.47,-32768,-32768,75.72,70.07,170.37,169.47,169.24,170.07,70.41,77.7,169.94,169.99,170.17,168.57,167.18,175.87,151.09,169.97,179.05,104.44,199.83,22.58,22.81,23.08,48.09,49.78,14.6,-103,0,NA
