File,rowID,Process Time [s],DateTime,Timestamp,CurrentDate,CurrentTime,CurrentState,ToolID,DimerLotID,Batch,OperatorID,BoatQTY,BatchQuality,SurfaceArea,Thickness,DimerGrams,CounterRun,VCH_A_10T,VCH_B_10T,CCH_1T,CCH_Pirani,Foreline,Run_Time,Maint_Time,VA1,VCTE,VCH,VCT,VGVA,VGVB,PyroA_UpperLowerC,PyroB_UpperLowerC,PyroA_HeaterC,PyroB_HeaterC,PyroY_HeaterC,PyroA_CF75C,PyroB_CF75C,VCH_A_DoorHeaterC,VCH_B_DoorHeaterC,VCH_A_RearHeaterC,VCH_B_RearHeaterC,VCH_A_DoorC,VCH_B_DoorC,VCH_A_FlangeHeaterC,VCH_B_FlangeHeaterC,VCH_A_PipeHeaterC,VCH_B_PipeHeaterC,BandA_FrntHeaterC,BandB_FrntHeaterC,BandA_MidHeaterC,BandB_MidHeaterC,BandA_RearHeaterC,BandB_RearHeaterC,CCH_UpperHeaterC,CCH_LowerHeaterC,CCH_ExPipeHeaterC,CCH_InPipeHeaterC,CCH_CF75C,VGVA_HeaterC,VGVB_HeaterC,VCT_HeaterC,VA1_HeaterC,PT1A_FlangeHeaterC,PT1A_PipeHeaterC,PYROA_CF40_HeaterC,PT1B_FlangeHeaterC,PT1B_PipeHeaterC,PYROB_CF40_HeaterC,Port1_PipeheaterC,Port2_PipeheaterC,Port3_PipeheaterC,Port4_PipeheaterC,ColdTrap_CanisterC,Chiller_AmbientC,Chiller_OutputC,SmartPyro
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19042,-1465,2021-02-24T10:09:16.000Z,1614161356,2/24/2021 12:00:00 AM,10:09:16,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,114.8,90.8,67.04,0,0.08,3186.1,0,0,0,1,1,0,0,625.04,624.99,48.5,49.95,53.04,49.42,50.07,50.22,50.05,49.93,50,71.37,50.68,50.56,52.49,68.11,-32768,-32768,71.01,70.29,170.29,172.74,169.89,170.69,71.59,74.76,170.04,170.07,170.54,160.69,162.08,175.1,149.79,169.94,178.55,121.16,194.53,22.53,22.96,23.13,47.66,49.95,21.26,-102.01,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19043,-1455,2021-02-24T10:09:26.000Z,1614161366,2/24/2021 12:00:00 AM,10:09:26,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,111.2,86.8,63.92,0,0.08,3186.1,0,0,0,1,1,0,0,624.97,624.92,48.41,49.86,53,49.23,49.95,50.1,49.83,50,50.15,71.52,50.53,51.14,52.85,68.26,-32768,-32768,71.16,70.36,169.69,171.99,169.99,170.47,71.45,74.78,169.89,169.97,170.37,160.86,162.38,175.17,149.89,170.12,178.5,120.89,194.51,22.53,22.91,23.23,47.71,49.86,21.19,-102.01,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19044,-1445,2021-02-24T10:09:36.000Z,1614161376,2/24/2021 12:00:00 AM,10:09:36,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,108,84,61.04,0,0.08,3186.1,0,0,0,1,1,0,0,624.97,624.99,48.38,49.83,52.9,49.28,50,50.07,50.02,49.93,49.9,71.42,50.31,51.28,53.07,68.4,-32768,-32768,70.8,70.36,170.37,171.52,169.94,170.62,71.35,74.85,169.99,170.02,170.57,160.69,162.3,175.1,149.89,170.12,178.25,120.7,194.66,22.53,23.01,22.98,47.71,49.86,21.24,-102.09,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19045,-1434,2021-02-24T10:09:47.000Z,1614161387,2/24/2021 12:00:00 AM,10:09:47,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,104.4,80,58.2,0,0.07,3186.1,0,0,0,1,1,0,0,625.04,625.06,48.55,49.78,53.14,49.3,50,50.07,50.1,49.93,50,71.59,50.17,50.85,52.71,68.48,-32768,-32768,71.13,70.14,169.69,170.92,169.94,170.54,71.37,74.83,170.04,169.99,170.54,160.71,162.45,175.02,149.79,170.09,178.25,120.4,194.41,22.53,23.03,23.21,47.88,49.73,21.24,-102.05,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19046,-1424,2021-02-24T10:09:57.000Z,1614161397,2/24/2021 12:00:00 AM,10:09:57,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,101.2,77.6,55.72,0,0.07,3186.1,0,0,0,1,1,0,0,624.97,624.99,48.84,50.07,53.24,49.32,50.07,50.07,49.86,49.98,49.93,71.74,49.95,50.34,52.71,68.62,-32768,-32768,70.92,70.26,170.22,170.52,169.99,170.37,71.28,74.93,170.07,169.99,170.39,160.69,162.53,175.1,149.52,170.04,178.3,120.09,194.41,22.43,22.88,23.16,47.83,49.69,21.16,-102.09,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19047,-1414,2021-02-24T10:10:07.000Z,1614161407,2/24/2021 12:00:00 AM,10:10:07,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,98.8,75.2,53.56,0,0.06,3186.1,0,0,0,1,1,0,0,624.9,624.92,49.08,50.39,53.48,49.49,50.22,50.31,50.02,50.07,50.07,71.74,49.78,49.9,53,68.69,-32768,-32768,70.92,70.48,169.92,170.12,169.89,170.37,71.21,74.83,170.14,170.12,170.52,160.69,162.48,175.15,149.44,170.12,178.4,119.91,194.41,22.61,22.93,23.16,47.85,49.71,21.24,-102.09,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19048,-1403,2021-02-24T10:10:18.000Z,1614161418,2/24/2021 12:00:00 AM,10:10:18,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,96,73.2,51.32,0,0.06,3186.1,0,0,0,1,1,0,0,624.94,625.01,49.32,50.56,53.74,49.54,50.31,50.39,50,50.02,50.07,71.88,49.71,49.47,52.71,68.84,-32768,-32768,70.84,70.26,169.89,169.97,169.97,170.42,71.11,74.85,169.92,169.97,170.44,160.69,162.6,175.17,149.15,170.04,178.37,119.67,194.33,22.51,23.01,23.16,47.92,49.64,21.21,-102.13,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19049,-1392,2021-02-24T10:10:29.000Z,1614161429,2/24/2021 12:00:00 AM,10:10:29,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,92.8,70.8,49.36,0,0.06,3186.1,0,0,0,1,1,0,0,624.94,625.08,49.3,50.53,53.67,49.47,50.22,50.29,50.05,50.02,50.07,71.88,49.78,49.25,52.42,68.91,-32768,-32768,70.77,70.12,170.32,169.79,169.94,170.34,70.89,74.71,169.97,169.97,170.44,160.69,162.6,175.1,148.45,169.94,178.77,119.4,194.33,22.63,22.91,23.41,47.9,49.69,21.14,-102.13,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19050,-1382,2021-02-24T10:10:39.000Z,1614161439,2/24/2021 12:00:00 AM,10:10:39,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,90,68.4,47.48,0,0.06,3186.1,0,0,0,1,1,0,0,624.94,624.94,49.11,50.48,53.6,49.32,50.19,50.27,49.95,49.93,49.93,72.03,50.1,49.25,52.78,68.84,-32768,-32768,71.04,70.38,169.67,169.69,169.92,170.14,70.84,74.68,170.07,170.04,170.44,160.69,162.68,175.17,148.33,170.04,178.9,119.2,194.78,22.51,22.98,23.16,47.85,49.78,21.16,-102.17,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19051,-1362,2021-02-24T10:10:59.000Z,1614161459,2/24/2021 12:00:00 AM,10:10:59,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,86,64.8,44.2,0,0.05,3186.1,0,0,0,1,1,0,0,624.94,625.01,48.91,50.29,53.21,49.32,50,50,49.93,49.9,49.86,72.17,50.6,50.19,52.15,69.01,-32768,-32768,70.99,70.24,169.94,169.67,169.89,170.24,70.72,74.32,170.04,169.94,170.57,160.69,162.8,175.07,147.26,169.87,179.5,118.76,194.41,22.63,23.16,23.41,47.9,49.9,21.24,-102.21,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19052,-1351,2021-02-24T10:11:10.000Z,1614161470,2/24/2021 12:00:00 AM,10:11:10,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,84.4,62.8,42.6,0,0.05,3186.1,0,0,0,1,1,0,0,624.94,625.11,48.82,50.19,53.21,49.18,49.98,50.05,50.02,50.07,50,72.24,50.58,50.85,52.63,69.06,-32768,-32768,70.96,70.09,169.97,169.72,170.04,170.22,70.7,74.56,169.89,170.09,170.49,160.59,162.83,175.1,147.11,170.02,179.62,118.47,194.16,22.63,22.98,23.41,47.9,49.9,21.16,-102.21,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19053,-1341,2021-02-24T10:11:20.000Z,1614161480,2/24/2021 12:00:00 AM,10:11:20,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,82.4,61.6,41.28,0,0.05,3186.1,0,0,0,1,1,0,0,625.04,624.97,48.74,50.05,53.09,49.18,49.83,49.98,50,50.12,50,72.24,50.53,51.21,52.63,69.23,-32768,-32768,71.04,70.24,170.02,169.74,169.89,170.14,70.72,74.61,169.99,170.02,170.49,160.64,162.83,175.02,146.66,169.94,180.07,118.32,194.18,22.63,22.91,23.18,48.14,49.86,21.06,-102.25,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19054,-1321,2021-02-24T10:11:40.000Z,1614161500,2/24/2021 12:00:00 AM,10:11:40,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,79.2,57.6,38.8,0,0.04,3186.1,0,0,0,1,1,0,0,625.01,625.04,48.6,49.98,52.95,49.32,50,50.15,49.95,50.07,50.12,72.44,50.07,50.77,52.37,69.3,-32768,-32768,70.67,70.31,170.04,169.74,170.04,170.24,70.72,74.76,169.97,169.99,170.39,160.66,163,174.97,147.55,170.02,178.72,117.64,194.38,22.63,23.13,23.33,48.14,49.78,21.01,-102.29,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19055,-1310,2021-02-24T10:11:51.000Z,1614161511,2/24/2021 12:00:00 AM,10:11:51,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,77.6,56.8,37.64,0,0.04,3186.1,0,0,0,1,1,0,0,624.94,625.11,48.6,49.9,52.92,49.4,50.05,50.19,50.12,50.02,50.05,72.58,49.86,50.05,52.66,69.44,-32768,-32768,70.82,70.02,169.87,169.82,169.97,170.14,70.63,74.9,170.14,170.07,170.49,160.61,163.03,175.15,147.5,170.04,178.9,117.56,194.51,22.63,23.06,23.48,48.04,49.69,21.09,-102.33,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19056,-1300,2021-02-24T10:12:01.000Z,1614161521,2/24/2021 12:00:00 AM,10:12:01,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,75.6,56.4,36.48,0,0.04,3186.1,0,0,0,1,1,0,0,624.92,624.94,48.6,49.9,52.9,49.45,50.02,50.17,49.88,49.93,49.93,72.53,49.69,49.66,52.01,69.52,-32768,-32768,70.89,70.09,170.17,169.89,170.04,170.22,70.55,74.9,170.07,170.07,170.54,160.66,163.03,175.07,148,170.02,178.2,117.37,194.46,22.76,23.28,23.51,48.14,49.57,21.01,-102.37,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19057,-1290,2021-02-24T10:12:11.000Z,1614161531,2/24/2021 12:00:00 AM,10:12:11,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,74.4,55.6,35.52,0,0.04,3186.1,0,0,0,1,1,0,0,624.97,624.92,48.55,49.93,52.8,49.35,50.12,50.27,49.88,50.07,49.98,72.73,49.71,49.4,52.08,69.59,-32768,-32768,71.01,70.43,170.07,169.82,169.89,170.04,70.46,74.8,170.07,170.09,170.42,160.66,163.18,174.92,147.4,170.02,178.8,117.12,194.18,22.78,23.28,23.63,48.12,49.64,21.09,-102.41,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19058,-1280,2021-02-24T10:12:21.000Z,1614161541,2/24/2021 12:00:00 AM,10:12:21,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,73.6,54,34.56,0,0.04,3186.1,0,0,0,1,1,0,0,625.04,625.06,48.72,49.95,52.87,49.32,50.1,50.17,50.07,49.9,49.81,72.85,49.76,49.16,52.66,69.66,-32768,-32768,70.87,70.36,170.07,169.89,169.97,170.14,70.41,74.8,169.99,169.94,170.49,160.74,163.18,175,147.06,169.97,178.95,116.93,194.21,22.83,23.36,23.56,48.14,49.71,21.01,-102.41,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19059,-1269,2021-02-24T10:12:32.000Z,1614161552,2/24/2021 12:00:00 AM,10:12:32,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,72,52,33.6,0,0.04,3186.1,0,0,0,1,1,0,0,624.94,625.11,48.7,49.93,52.95,49.25,49.93,50.07,50.17,50.15,50.02,72.85,50.12,49.52,52.37,69.59,-32768,-32768,70.94,70.14,169.99,169.97,170.04,170.29,70.41,74.68,170.07,170.02,170.42,160.71,163.3,175,147.21,169.97,178.87,116.61,194.31,22.91,23.36,23.66,48.24,49.81,21.01,-102.41,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19060,-1259,2021-02-24T10:12:42.000Z,1614161562,2/24/2021 12:00:00 AM,10:12:42,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,70.8,51.6,32.72,0,0.03,3186.1,0,0,0,1,1,0,0,624.94,624.9,48.89,50.17,52.95,49.25,50.05,50.05,49.81,50,49.95,72.92,50.24,49.93,51.93,69.73,-32768,-32768,70.72,70.14,169.82,169.87,170.02,169.92,70.34,74.68,170.07,169.99,170.39,160.71,163.35,174.95,147.11,170.02,178.95,116.48,194.31,22.91,23.43,23.81,48.21,49.78,21.06,-102.45,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19061,-1248,2021-02-24T10:12:53.000Z,1614161573,2/24/2021 12:00:00 AM,10:12:53,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,70,50.8,31.92,0,0.03,3186.1,0,0,0,1,1,0,0,624.94,624.9,48.99,50.15,52.97,49.23,50,50.07,49.83,49.88,50.07,72.9,50.48,50.68,52.44,69.81,-32768,-32768,70.63,70.41,170.12,169.87,169.94,170.19,70.24,74.61,170.07,170.07,170.24,160.69,163.37,175.05,146.81,169.94,179,116.17,194.41,22.96,23.41,23.66,48.19,49.9,21.09,-102.45,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19062,-1237,2021-02-24T10:13:04.000Z,1614161584,2/24/2021 12:00:00 AM,10:13:04,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,68.4,49.6,31.12,0,0.03,3186.1,0,0,0,1,1,0,0,625.01,625.11,48.84,50.07,53.07,49.23,49.9,50.05,50.07,50.05,50.1,73.07,50.46,51.02,52.66,69.88,-32768,-32768,70.65,70.07,169.82,169.82,169.97,170.22,70.34,74.66,170.07,170.02,170.27,160.79,163.5,175.02,146.36,170.02,179.25,116.04,194.51,22.98,23.43,23.66,48.29,49.86,20.96,-102.49,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19063,-1227,2021-02-24T10:13:14.000Z,1614161594,2/24/2021 12:00:00 AM,10:13:14,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,67.2,49.2,30.4,0,0.03,3186.1,0,0,0,1,1,0,0,625.01,625.04,48.89,50.12,52.85,49.23,50.07,50.07,50,50.05,50.02,73.14,50.24,51.16,52.15,69.88,-32768,-32768,70.92,70.05,170.34,169.89,169.97,169.97,70.38,74.68,169.97,169.87,170.27,160.71,163.5,174.87,146.21,170.02,179.52,115.77,194.51,22.91,23.43,23.53,48.21,49.78,20.99,-102.53,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19064,-1217,2021-02-24T10:13:24.000Z,1614161604,2/24/2021 12:00:00 AM,10:13:24,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,66.4,48.4,29.68,0,0.03,3186.1,0,0,0,1,1,0,0,624.87,624.9,48.74,50.05,52.78,49.37,49.9,50.12,50,49.98,49.93,73.11,50.17,50.65,52.44,69.81,-32768,-32768,70.84,70.34,169.84,169.82,169.97,170.04,70.31,74.76,169.97,169.97,170.37,160.76,163.57,175.02,145.61,170.02,179.9,115.5,194.51,22.96,23.36,23.61,48.26,49.69,20.91,-102.56,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19065,-1207,2021-02-24T10:13:34.000Z,1614161614,2/24/2021 12:00:00 AM,10:13:34,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,65.6,47.6,29.12,0,0.03,3186.1,0,0,0,1,1,0,0,625.01,624.97,48.65,49.88,52.71,49.23,50.05,50.05,49.98,50.02,50,73.26,49.98,50.31,52.66,69.88,-32768,-32768,70.94,70.36,170.19,169.89,169.99,170.12,70.38,74.88,170.14,170.04,170.44,160.76,163.62,175,144.72,170.02,180.8,115.33,194.58,22.81,23.26,23.61,48.36,49.71,20.89,-102.56,0,NA
C:/Users/clh/Dropbox/03 lectures/R/R files/2102 HZO ToolLog/data/MachSID2-202103011202.csv,19066,-1196,2021-02-24T10:13:45.000Z,1614161625,2/24/2021 12:00:00 AM,10:13:45,PUMP DOWN,NA,NA,NA,Maint,0,0,0,0,0,0,65.2,47.2,28.48,0,0.03,3186.1,0,0,0,1,1,0,0,625.08,625.11,48.72,49.88,52.8,49.32,50.05,50.05,49.95,50,50.07,73.33,49.81,49.78,52.3,69.95,-32768,-32768,70.77,70.12,170.12,169.82,170.04,169.89,70.38,74.9,170.14,170.04,170.44,160.84,163.65,175.02,144.05,170.02,181.32,115.26,194.33,22.88,23.36,23.68,48.19,49.69,20.91,-102.56,0,NA
